KINDCODE,DAMAGEDATE,REPORTDATE,ENDCASEDATE,inc,policycode,claimcode
车损险,14MAY2016:11:10:00,14MAY2016:11:16:00,14MAY2016:12:11:23,1300,P9552,C2542
车损险,14MAY2016:08:45:00,14MAY2016:08:57:00,14MAY2016:15:53:31,400,P9399,C2543
三者险,14MAY2016:08:45:00,14MAY2016:08:57:00,14MAY2016:15:53:31,7000,P9399,C2543
车损险,16MAY2016:10:00:00,16MAY2016:11:09:00,16MAY2016:17:27:42,1022,P9455,C2544
车损险,18MAY2016:15:00:00,18MAY2016:15:10:00,18MAY2016:20:32:16,1670,P9524,C2545
车损险,26MAY2016:16:20:00,26MAY2016:16:27:00,30JUN2016:15:51:29,2900,P9389,C2546
三者险,26MAY2016:16:20:00,26MAY2016:16:27:00,30JUN2016:15:51:29,3855,P9389,C2546
车损险,01JUN2016:15:55:00,01JUN2016:16:00:00,02JUN2016:22:52:40,2350,P9346,C2547
车损险,01JUN2016:20:30:00,01JUN2016:20:32:00,12JUN2016:12:34:48,5900,P9507,C2548
三者险,01JUN2016:20:30:00,01JUN2016:20:32:00,12JUN2016:12:34:48,3900,P9507,C2548
车损险,03JUN2016:11:30:00,03JUN2016:11:33:00,03JUN2016:23:01:16,1600,P9567,C2549
三者险,03JUN2016:11:30:00,03JUN2016:11:33:00,03JUN2016:23:01:16,0,P9567,C2549
三者险,04JUN2016:11:05:00,04JUN2016:11:08:00,06JUN2016:14:26:53,400,P9385,C2550
车损险,04JUN2016:11:05:00,04JUN2016:11:08:00,06JUN2016:14:26:53,1000,P9385,C2550
车损险,07JUN2016:20:45:00,07JUN2016:21:03:00,08JUN2016:10:59:00,0,P9537,C2551
车损险,08JUN2016:16:28:00,08JUN2016:16:31:00,15JUN2016:17:50:27,3870,P9400,C2552
三者险,08JUN2016:16:28:00,08JUN2016:16:31:00,15JUN2016:17:50:27,1170,P9400,C2552
车损险,18JUN2016:13:10:00,18JUN2016:13:14:00,23JUN2016:16:41:03,4910,P9427,C2553
三者险,18JUN2016:13:10:00,18JUN2016:13:14:00,23JUN2016:16:41:03,1300,P9427,C2553
三者险,23JUN2016:09:50:00,23JUN2016:09:58:00,24JUN2016:15:58:46,0,P9493,C2554
车损险,27JUN2016:08:30:00,27JUN2016:11:33:00,27JUN2016:21:26:02,1645,P9583,C2555
车损险,28JUN2016:20:30:00,28JUN2016:20:33:00,28JUN2016:21:22:29,0,P9421,C2556
三者险,08JUL2016:07:25:00,08JUL2016:07:27:00,08JUL2016:14:24:49,0,P9405,C2557
车损险,19JUL2016:22:00:00,19JUL2016:22:02:00,20JUL2016:12:20:26,0,P9562,C2558
车损险,24JUL2016:17:40:00,24JUL2016:17:58:00,27JUL2016:17:29:41,2450,P9507,C2559
三者险,24JUL2016:17:40:00,24JUL2016:17:58:00,27JUL2016:17:29:41,1300,P9507,C2559
车损险,29JUL2016:13:00:00,29JUL2016:13:06:00,30JUL2016:14:13:55,2100,P9419,C2560
三者险,29JUL2016:13:00:00,29JUL2016:13:06:00,30JUL2016:14:13:55,500,P9419,C2560
三者险,30JUL2016:17:00:00,30JUL2016:17:51:00,31JUL2016:18:41:40,0,P9397,C2561
车损险,05AUG2016:14:05:00,05AUG2016:14:11:00,05AUG2016:15:20:18,0,P9493,C2562
车损险,07AUG2016:08:30:00,07AUG2016:08:42:00,20AUG2016:17:05:56,2500,P9425,C2563
三者险,07AUG2016:08:30:00,07AUG2016:08:42:00,20AUG2016:17:05:56,0,P9425,C2563
三者险,17AUG2016:07:50:00,17AUG2016:07:53:00,18AUG2016:08:48:33,0,P9546,C2564
三者险,17AUG2016:15:00:00,18AUG2016:10:37:00,08SEP2016:15:19:18,0,P9513,C2565
车损险,19AUG2016:11:15:00,19AUG2016:11:21:00,22AUG2016:09:57:23,1750,P9473,C2566
车损险,02SEP2016:07:15:00,02SEP2016:07:21:00,02SEP2016:10:35:20,3400,P9592,C2567
三者险,02SEP2016:07:15:00,02SEP2016:07:21:00,02SEP2016:10:35:20,0,P9592,C2567
三者险,11SEP2016:11:38:00,11SEP2016:11:42:00,11SEP2016:16:04:06,0,P9524,C2568
车损险,04OCT2016:17:05:00,04OCT2016:17:07:00,08OCT2016:11:15:17,1450,P9606,C2569
车损险,04NOV2016:20:25:00,04NOV2016:20:33:00,30NOV2016:15:38:43,4750,P9615,C2570
三者险,04NOV2016:20:25:00,04NOV2016:20:33:00,30NOV2016:15:38:43,1850,P9615,C2570
三者险,25NOV2016:17:15:00,25NOV2016:17:20:00,26NOV2016:14:05:03,0,P9553,C2571
车损险,18JAN2017:15:35:00,18JAN2017:15:41:00,19JAN2017:11:58:26,1070,P9606,C2572
三者险,25JAN2017:18:00:00,26JAN2017:08:48:00,05MAY2017:09:45:13,0,P9568,C2573
车损险,06FEB2017:16:40:00,08FEB2017:13:02:00,10FEB2017:17:55:13,4600,P9595,C2574
三者险,07MAR2017:16:20:00,07MAR2017:16:29:00,07MAR2017:17:45:11,0,P9595,C2575
三者险,18MAR2017:15:27:00,18MAR2017:15:32:00,18MAR2017:17:18:08,0,P9583,C2576
车损险,30MAR2017:17:50:00,30MAR2017:17:54:00,10APR2017:09:22:19,15000,P9597,C2577
三者险,30MAR2017:17:50:00,30MAR2017:17:54:00,10APR2017:09:22:19,1400,P9597,C2577
三者险,10APR2017:09:45:00,10APR2017:09:50:00,10APR2017:17:39:33,0,P9614,C2578
三者险,20APR2017:13:57:00,20APR2017:13:57:00,19MAY2017:12:34:42,0,P9562,C2579
三者险,04JUL2016:08:00:00,04JUL2016:08:16:00,04JUL2016:09:53:21,0,P9622,C2580
三者险,31AUG2016:10:00:00,31AUG2016:10:59:00,31AUG2016:18:28:53,0,P9679,C2581
车损险,27SEP2016:17:00:00,27SEP2016:17:05:00,28SEP2016:13:11:19,2540,P9632,C2582
三者险,27SEP2016:17:00:00,27SEP2016:17:05:00,28SEP2016:13:11:19,0,P9632,C2582
三者险,28SEP2016:17:00:00,29SEP2016:10:42:00,29SEP2016:11:21:10,0,P9685,C2583
三者险,29SEP2016:14:00:00,29SEP2016:14:07:00,29SEP2016:19:55:53,0,P9712,C2584
车损险,09OCT2016:20:50:00,09OCT2016:21:00:00,12OCT2016:12:09:17,1200,P9689,C2585
三者险,09OCT2016:20:50:00,09OCT2016:21:00:00,12OCT2016:12:09:17,0,P9689,C2585
车损险,20OCT2016:17:50:00,20OCT2016:18:00:00,21OCT2016:11:58:57,0,P9666,C2586
车损险,27NOV2016:08:40:00,27NOV2016:08:49:00,27NOV2016:19:24:41,1300,P9714,C2587
车损险,01DEC2016:17:05:00,01DEC2016:17:07:00,30DEC2016:09:42:04,1440,P9677,C2588
三者险,01DEC2016:17:05:00,01DEC2016:17:07:00,30DEC2016:09:42:04,0,P9677,C2588
车损险,03DEC2016:18:30:00,03DEC2016:18:33:00,10DEC2016:13:20:00,4400,P9687,C2589
三者险,03DEC2016:18:30:00,03DEC2016:18:33:00,10DEC2016:13:20:00,0,P9687,C2589
车损险,22DEC2016:15:20:00,22DEC2016:15:24:00,27DEC2016:14:25:16,3460,P9699,C2590
车损险,02JAN2017:20:45:00,02JAN2017:20:49:00,11JAN2017:14:49:01,2300,P9721,C2591
三者险,02JAN2017:20:45:00,02JAN2017:20:49:00,11JAN2017:14:49:01,5740,P9721,C2591
车损险,04JAN2017:13:00:00,04JAN2017:13:05:00,17JAN2017:15:55:50,7600,P9728,C2592
三者险,04JAN2017:13:00:00,04JAN2017:13:05:00,17JAN2017:15:55:50,5500,P9728,C2592
车损险,12JAN2017:11:50:00,12JAN2017:11:58:00,06FEB2017:09:29:53,900,P9622,C2593
三者险,12JAN2017:11:50:00,12JAN2017:11:58:00,06FEB2017:09:29:53,1180,P9622,C2593
车损险,18JAN2017:17:40:00,18JAN2017:17:44:00,20JAN2017:11:32:32,3400,P9664,C2594
三者险,18JAN2017:17:40:00,18JAN2017:17:44:00,20JAN2017:11:32:32,700,P9664,C2594
车损险,04FEB2017:10:20:00,04FEB2017:10:24:00,04FEB2017:16:47:10,1715,P9657,C2595
车损险,07MAR2017:06:10:00,07MAR2017:06:14:00,08MAR2017:14:50:16,2430,P9642,C2596
三者险,07MAR2017:06:10:00,07MAR2017:06:14:00,08MAR2017:14:50:16,1200,P9642,C2596
车损险,13MAR2017:12:30:00,13MAR2017:12:45:00,15MAR2017:14:30:09,3500,P9755,C2597
车损险,21MAR2017:18:30:00,21MAR2017:19:19:00,23MAR2017:09:53:51,0,P9625,C2598
三者险,05APR2017:16:00:00,05APR2017:16:22:00,07APR2017:17:24:39,0,P9685,C2599
车损险,06APR2017:18:45:00,06APR2017:18:50:00,02MAY2017:17:06:09,1900,P9775,C2600
三者险,06APR2017:18:45:00,06APR2017:18:50:00,02MAY2017:17:06:09,0,P9775,C2600
三者险,11MAY2017:17:35:00,12MAY2017:15:27:00,23MAY2017:10:33:42,0,P9719,C2601
车损险,15MAY2017:10:00:00,17MAY2017:14:26:00,17MAY2017:16:58:19,0,P9793,C2602
车损险,17MAY2017:14:55:00,17MAY2017:14:58:00,17MAY2017:17:10:03,0,P9793,C2603
三者险,21MAY2017:19:35:00,21MAY2017:19:47:00,21MAY2017:22:21:51,0,P9706,C2604
三者险,12JUN2017:15:40:00,12JUN2017:15:48:00,13JUN2017:18:25:12,1300,P9651,C2605
交强险,09APR2014:08:05:00,09APR2014:08:09:00,16MAY2014:13:38:32,1300,P9863,C2606
交强险,13APR2014:15:15:00,13APR2014:15:18:00,13APR2014:21:58:02,1600,P9861,C2607
交强险,30JUL2014:12:40:00,30JUL2014:12:46:00,30JUL2014:15:07:43,0,P9863,C2608
交强险,30SEP2014:19:20:00,30SEP2014:19:27:00,01OCT2014:13:01:13,1100,P9873,C2609
交强险,03OCT2014:17:05:00,03OCT2014:17:12:00,03OCT2014:21:10:27,0,P9871,C2610
交强险,26OCT2014:11:45:00,26OCT2014:11:51:00,27OCT2014:11:20:50,210,P9868,C2611
交强险,13NOV2014:18:20:00,13NOV2014:18:27:00,14NOV2014:14:44:38,0,P9873,C2612
交强险,21NOV2014:18:05:00,21NOV2014:18:06:00,22NOV2014:20:08:27,680,P9881,C2613
交强险,30NOV2014:15:40:00,30NOV2014:15:43:00,30NOV2014:17:03:03,0,P9883,C2614
交强险,16DEC2014:16:10:00,16DEC2014:16:18:00,16DEC2014:19:03:57,1200,P9882,C2615
交强险,11JAN2015:20:45:00,11JAN2015:20:51:00,27JAN2015:12:47:25,1210,P9875,C2616
交强险,14JAN2015:15:50:00,14JAN2015:16:00:00,15JAN2015:12:24:01,1400,P9865,C2617
交强险,30JAN2015:17:10:00,30JAN2015:17:14:00,30JAN2015:17:47:28,0,P9876,C2618
交强险,22FEB2015:17:05:00,22FEB2015:17:12:00,24FEB2015:22:02:15,1800,P9863,C2619
交强险,19MAR2015:14:00:00,19MAR2015:14:07:00,20MAR2015:08:44:42,1300,P9890,C2620
交强险,30MAR2015:13:30:00,30MAR2015:13:35:00,31MAR2015:19:20:50,1720,P9865,C2621
交强险,15APR2015:08:15:00,15APR2015:08:21:00,15APR2015:11:16:42,2000,P9888,C2622
交强险,05MAY2015:13:30:00,05MAY2015:13:34:00,05MAY2015:22:44:06,700,P9871,C2623
交强险,07MAY2015:12:10:00,07MAY2015:12:15:00,17MAY2015:17:59:11,1300,P9888,C2624
交强险,03JUN2015:07:30:00,03JUN2015:16:41:00,03JUN2015:17:40:01,1100,P9878,C2625
交强险,10JUN2015:17:00:00,10JUN2015:17:06:00,10JUN2015:22:32:26,1000,P9875,C2626
交强险,30JUN2015:08:05:00,30JUN2015:08:11:00,06JUL2015:11:08:59,2100,P9887,C2627
交强险,04JUL2015:12:50:00,04JUL2015:12:53:00,04JUL2015:16:18:53,2000,P9884,C2628
交强险,29JUL2015:17:36:00,29JUL2015:17:36:00,06AUG2015:10:03:26,2100,P9902,C2629
交强险,31JUL2015:08:20:00,31JUL2015:08:31:00,31JUL2015:11:09:50,1590,P9888,C2630
交强险,10AUG2015:13:03:00,10AUG2015:13:07:00,10AUG2015:16:37:56,1700,P9906,C2631
交强险,10AUG2015:18:00:00,11AUG2015:14:56:00,12AUG2015:08:59:01,2000,P9930,C2632
交强险,21AUG2015:11:10:00,21AUG2015:11:25:00,29AUG2015:14:49:26,900,P9898,C2633
交强险,25AUG2015:15:10:00,25AUG2015:15:14:00,25AUG2015:18:13:14,1300,P9924,C2634
交强险,29AUG2015:12:45:00,29AUG2015:12:49:00,30AUG2015:13:00:58,2100,P9890,C2635
交强险,09SEP2015:16:15:00,09SEP2015:16:22:00,09SEP2015:18:25:53,1900,P9896,C2636
交强险,09SEP2015:17:30:00,09SEP2015:17:39:00,09SEP2015:20:19:35,2000,P9885,C2637
交强险,09SEP2015:18:00:00,09SEP2015:18:29:00,22OCT2015:13:23:35,2000,P9906,C2638
交强险,15SEP2015:09:50:00,15SEP2015:09:55:00,15SEP2015:13:47:16,500,P9884,C2639
交强险,21SEP2015:17:10:00,21SEP2015:17:18:00,22SEP2015:16:20:41,0,P9910,C2640
交强险,13OCT2015:20:10:00,13OCT2015:20:26:00,15OCT2015:08:10:06,800,P9898,C2641
交强险,27OCT2015:17:30:00,27OCT2015:17:38:00,27OCT2015:20:51:17,1500,P9906,C2642
交强险,13NOV2015:22:00:00,13NOV2015:22:07:00,14NOV2015:17:12:35,1300,P9928,C2643
交强险,19NOV2015:13:10:00,19NOV2015:13:39:00,20NOV2015:18:25:11,400,P9898,C2644
交强险,16NOV2015:12:50:00,23NOV2015:13:58:00,24NOV2015:15:00:27,2000,P9903,C2645
交强险,27NOV2015:14:45:00,27NOV2015:14:51:00,27NOV2015:21:31:22,2000,P9896,C2646
交强险,13DEC2015:12:57:00,13DEC2015:12:59:00,13DEC2015:17:33:52,2000,P9934,C2647
交强险,14DEC2015:08:00:00,14DEC2015:08:03:00,14DEC2015:18:34:38,400,P9887,C2648
交强险,20DEC2015:13:15:00,20DEC2015:13:19:00,21DEC2015:08:37:14,800,P9911,C2649
交强险,22DEC2015:12:00:00,22DEC2015:12:21:00,22DEC2015:23:39:50,600,P9901,C2650
交强险,03JAN2016:14:00:00,03JAN2016:15:07:00,03JAN2016:19:23:49,0,P9888,C2651
交强险,08JAN2016:13:20:00,08JAN2016:13:29:00,08JAN2016:17:54:42,2000,P9932,C2652
交强险,05JAN2016:17:00:00,07JAN2016:10:45:00,09JAN2016:17:58:43,1380,P9918,C2653
交强险,28JAN2016:16:45:00,28JAN2016:16:50:00,06MAR2016:14:08:12,1100,P9898,C2654
交强险,04FEB2016:13:05:00,04FEB2016:13:12:00,04FEB2016:21:19:29,900,P9909,C2655
交强险,08FEB2016:15:00:00,08FEB2016:16:13:00,09FEB2016:18:23:45,2000,P9888,C2656
交强险,28FEB2016:11:10:00,28FEB2016:11:20:00,22MAR2016:10:35:09,1580,P9910,C2657
交强险,01MAR2016:11:40:00,01MAR2016:11:45:00,03MAR2016:19:40:39,900,P9935,C2658
交强险,12MAR2016:14:50:00,12MAR2016:15:12:00,15MAR2016:16:16:11,300,P9929,C2659
交强险,24MAR2016:18:50:00,24MAR2016:18:53:00,04APR2016:17:05:06,400,P9911,C2660
交强险,25MAR2016:08:10:00,25MAR2016:08:14:00,29MAR2016:17:10:53,1000,P9930,C2661
交强险,09APR2016:19:40:00,09APR2016:19:43:00,25APR2016:16:55:13,2180,P9932,C2662
交强险,18APR2016:18:15:00,18APR2016:18:21:00,21APR2016:17:44:56,3500,P9940,C2663
交强险,02MAY2016:11:30:00,02MAY2016:11:38:00,03MAY2016:11:38:37,2000,P9940,C2664
交强险,07MAY2016:12:15:00,07MAY2016:12:17:00,07MAY2016:14:14:42,800,P9909,C2665
交强险,09MAY2016:07:30:00,09MAY2016:07:47:00,12SEP2016:11:47:54,24067,P9904,C2666
交强险,31MAY2016:20:15:00,31MAY2016:20:21:00,31MAY2016:21:15:19,1500,P9915,C2667
交强险,02JUN2016:14:55:00,02JUN2016:14:59:00,03JUN2016:19:19:51,2000,P9947,C2668
交强险,07JUL2016:12:25:00,07JUL2016:12:29:00,07JUL2016:23:14:33,2000,P9920,C2669
交强险,09JUL2016:21:30:00,09JUL2016:21:36:00,11JUL2016:18:52:17,900,P9923,C2670
交强险,15JUL2016:19:50:00,15JUL2016:19:56:00,15JUL2016:20:55:01,1900,P9943,C2671
交强险,21JUL2016:15:50:00,21JUL2016:15:54:00,21JUL2016:20:53:35,400,P9934,C2672
交强险,11AUG2016:13:00:00,11AUG2016:13:07:00,11AUG2016:19:00:24,1700,P9962,C2673
交强险,31AUG2016:13:45:00,31AUG2016:13:47:00,31AUG2016:16:16:43,1500,P9934,C2674
交强险,06SEP2016:20:00:00,07SEP2016:12:04:00,07SEP2016:18:34:41,1580,P9964,C2675
交强险,20SEP2016:12:40:00,20SEP2016:12:46:00,20SEP2016:16:13:01,2000,P9951,C2676
交强险,06OCT2016:18:20:00,06OCT2016:18:52:00,27OCT2016:17:09:05,2200,P9966,C2677
交强险,17OCT2016:16:00:00,17OCT2016:16:06:00,17OCT2016:18:36:06,2100,P9969,C2678
交强险,18OCT2016:08:35:00,18OCT2016:08:38:00,18OCT2016:21:04:00,2000,P9940,C2679
交强险,19OCT2016:16:05:00,19OCT2016:16:11:00,20OCT2016:10:28:00,2000,P9967,C2680
交强险,17NOV2016:08:50:00,17NOV2016:08:55:00,18NOV2016:20:57:27,1500,P9942,C2681
交强险,19NOV2016:13:00:00,19NOV2016:13:05:00,19NOV2016:16:21:52,2100,P9963,C2682
交强险,22NOV2016:18:05:00,22NOV2016:18:09:00,22NOV2016:19:25:24,800,P9970,C2683
交强险,26NOV2016:11:00:00,27NOV2016:14:47:00,12DEC2016:08:45:58,2100,P9949,C2684
交强险,06DEC2016:17:35:00,06DEC2016:17:44:00,10DEC2016:10:51:38,1700,P9969,C2685
交强险,06OCT2016:20:00:00,15DEC2016:16:36:00,06JAN2017:11:39:36,471,P9966,C2686
交强险,05JAN2017:11:15:00,05JAN2017:11:17:00,05JAN2017:17:43:56,2000,P9972,C2687
交强险,04JAN2017:08:10:00,04JAN2017:08:15:00,09JAN2017:16:29:06,1830,P9971,C2688
交强险,12JAN2017:08:30:00,12JAN2017:08:46:00,12JAN2017:15:42:06,400,P9954,C2689
交强险,20JAN2017:17:10:00,20JAN2017:17:15:00,21JAN2017:15:40:57,1000,P9955,C2690
交强险,10FEB2017:15:00:00,10FEB2017:15:09:00,11FEB2017:09:13:27,600,P9971,C2691
交强险,10APR2017:11:55:00,10APR2017:12:10:00,14APR2017:16:47:52,1900,P9959,C2692
交强险,12APR2017:19:00:00,12APR2017:19:01:00,13APR2017:11:09:35,2000,P9967,C2693
三者险,30JUL2014:12:40:00,30JUL2014:12:46:00,30JUL2014:15:07:43,0,P10000,C2694
车损险,30SEP2014:19:20:00,30SEP2014:19:27:00,01OCT2014:13:01:13,700,P10010,C2695
三者险,30SEP2014:19:20:00,30SEP2014:19:27:00,01OCT2014:13:01:13,0,P10010,C2695
车损险,03OCT2014:17:05:00,03OCT2014:17:12:00,03OCT2014:21:10:27,0,P10008,C2696
三者险,03OCT2014:17:05:00,03OCT2014:17:12:00,03OCT2014:21:10:27,0,P10008,C2696
车损险,03OCT2014:11:00:00,03OCT2014:11:08:00,04OCT2014:12:24:30,1800,P10016,C2697
车损险,26OCT2014:11:45:00,26OCT2014:11:51:00,27OCT2014:11:20:50,212.5,P10005,C2698
三者险,26OCT2014:11:45:00,26OCT2014:11:51:00,27OCT2014:11:20:50,0,P10005,C2698
玻璃破碎险,27OCT2014:08:40:00,27OCT2014:09:12:00,06NOV2014:11:05:29,2400,P10002,C2699
车损险,13NOV2014:18:20:00,13NOV2014:18:27:00,14NOV2014:14:44:38,0,P10010,C2700
车损险,18NOV2014:11:40:00,18NOV2014:11:45:00,18NOV2014:13:39:14,1610,P10010,C2701
车损险,30NOV2014:10:00:00,30NOV2014:10:06:00,30NOV2014:10:49:08,0,P10010,C2702
三者险,30NOV2014:15:40:00,30NOV2014:15:43:00,30NOV2014:17:03:03,0,P10017,C2703
车损险,30NOV2014:20:00:00,30NOV2014:20:02:00,30NOV2014:20:46:04,0,P10016,C2704
车损险,17DEC2014:12:55:00,17DEC2014:12:57:00,17DEC2014:14:28:59,0,P10011,C2705
车损险,11JAN2015:20:45:00,11JAN2015:20:51:00,27JAN2015:12:47:38,9600,P10011,C2706
三者险,11JAN2015:20:45:00,11JAN2015:20:51:00,27JAN2015:12:47:38,0,P10011,C2706
三者险,14JAN2015:15:50:00,14JAN2015:16:00:00,15JAN2015:12:24:01,0,P10002,C2707
车损险,14JAN2015:15:50:00,14JAN2015:16:00:00,15JAN2015:12:24:01,1400,P10002,C2707
三者险,30JAN2015:17:10:00,30JAN2015:17:14:00,30JAN2015:17:48:19,0,P10020,C2708
三者险,19MAR2015:14:00:00,19MAR2015:14:07:00,20MAR2015:08:44:42,0,P10025,C2709
车损险,19MAR2015:14:00:00,19MAR2015:14:07:00,20MAR2015:08:44:42,500,P10025,C2709
车损险,30MAR2015:13:30:00,30MAR2015:13:35:00,31MAR2015:19:20:51,1700,P10002,C2710
三者险,30MAR2015:13:30:00,30MAR2015:13:35:00,31MAR2015:19:20:51,0,P10002,C2710
车损险,03APR2015:11:30:00,03APR2015:11:37:00,08APR2015:17:22:42,3395,P10004,C2711
车损险,09APR2015:22:10:00,09APR2015:22:14:00,10APR2015:18:48:50,2184,P10016,C2712
车损险,15APR2015:08:15:00,15APR2015:08:22:00,15APR2015:10:37:45,0,P10023,C2713
车损险,05MAY2015:13:30:00,05MAY2015:13:34:00,05MAY2015:22:44:06,1400,P10008,C2714
三者险,05MAY2015:13:30:00,05MAY2015:13:34:00,05MAY2015:22:44:06,0,P10008,C2714
三者险,03JUN2015:07:30:00,03JUN2015:16:41:00,03JUN2015:17:40:16,0,P10013,C2715
车损险,10JUN2015:17:00:00,10JUN2015:17:06:00,10JUN2015:22:33:13,1199.8,P10011,C2716
三者险,10JUN2015:17:00:00,10JUN2015:17:06:00,10JUN2015:22:33:13,0.2,P10011,C2716
三者险,30JUN2015:08:05:00,30JUN2015:08:11:00,06JUL2015:11:08:59,3150,P10022,C2717
车损险,30JUN2015:08:05:00,30JUN2015:08:11:00,06JUL2015:11:08:59,3260,P10022,C2717
三者险,04JUL2015:12:50:00,04JUL2015:12:53:00,04JUL2015:16:19:12,100,P10018,C2718
车损险,17JUL2015:09:20:00,17JUL2015:09:25:00,17JUL2015:11:23:19,1400,P10007,C2719
车损险,21JUL2015:08:40:00,21JUL2015:08:46:00,28JUL2015:17:38:07,21900,P10016,C2720
车损险,26JUL2015:07:00:00,26JUL2015:09:15:00,26JUL2015:21:49:40,0,P10040,C2721
车损险,29JUL2015:17:36:00,29JUL2015:17:36:00,06AUG2015:11:24:35,4400,P10036,C2722
三者险,29JUL2015:17:36:00,29JUL2015:17:36:00,06AUG2015:11:24:35,4020,P10036,C2722
车损险,30JUL2015:19:32:00,30JUL2015:19:33:00,31JUL2015:09:09:51,2540,P10035,C2723
车损险,31JUL2015:08:20:00,31JUL2015:08:28:00,31JUL2015:12:14:42,1800,P10023,C2724
车损险,10AUG2015:13:03:00,10AUG2015:13:07:00,10AUG2015:16:37:56,1300,P10040,C2725
三者险,10AUG2015:13:03:00,10AUG2015:13:07:00,10AUG2015:16:37:56,0,P10040,C2725
三者险,10AUG2015:18:00:00,11AUG2015:14:56:00,12AUG2015:08:59:01,1400,P10062,C2726
车损险,21AUG2015:11:10:00,21AUG2015:11:25:00,31AUG2015:17:46:15,1100,P10032,C2727
三者险,21AUG2015:11:10:00,21AUG2015:11:25:00,31AUG2015:17:46:15,0,P10032,C2727
三者险,25AUG2015:15:10:00,25AUG2015:15:14:00,25AUG2015:18:13:32,0,P10057,C2728
车损险,29AUG2015:12:45:00,29AUG2015:12:49:00,30AUG2015:13:00:58,950,P10025,C2729
三者险,29AUG2015:12:45:00,29AUG2015:12:49:00,30AUG2015:13:00:58,0,P10025,C2729
三者险,09SEP2015:16:15:00,09SEP2015:16:22:00,09SEP2015:18:25:53,0,P10031,C2730
三者险,09SEP2015:17:30:00,09SEP2015:17:39:00,09SEP2015:20:19:35,800,P10019,C2731
车损险,11SEP2015:11:55:00,11SEP2015:11:57:00,11SEP2015:17:10:59,1400,P10039,C2732
车损险,11SEP2015:18:10:00,11SEP2015:18:16:00,12SEP2015:14:10:59,0,P10063,C2733
车损险,09SEP2015:18:00:00,09SEP2015:18:29:00,22OCT2015:15:56:16,23950,P10040,C2734
三者险,09SEP2015:18:00:00,09SEP2015:18:29:00,22OCT2015:15:56:16,1470,P10040,C2734
三者险,15SEP2015:09:50:00,15SEP2015:09:55:00,15SEP2015:13:47:16,0,P10018,C2735
三者险,21SEP2015:17:10:00,21SEP2015:17:18:00,22SEP2015:16:37:57,0,P10044,C2736
三者险,13OCT2015:20:10:00,13OCT2015:20:26:00,15OCT2015:08:10:06,0,P10032,C2737
车损险,13OCT2015:20:10:00,13OCT2015:20:26:00,15OCT2015:08:10:06,2400,P10032,C2737
三者险,27OCT2015:17:30:00,27OCT2015:17:38:00,27OCT2015:20:51:17,0,P10040,C2738
三者险,13NOV2015:22:00:00,13NOV2015:22:07:00,14NOV2015:17:12:51,0,P10060,C2739
车损险,19NOV2015:13:10:00,19NOV2015:13:39:00,20NOV2015:18:25:11,1880,P10032,C2740
三者险,19NOV2015:13:10:00,19NOV2015:13:39:00,20NOV2015:18:25:11,0,P10032,C2740
车损险,16NOV2015:12:50:00,23NOV2015:13:58:00,24NOV2015:15:00:27,600,P10037,C2741
三者险,16NOV2015:12:50:00,23NOV2015:13:58:00,24NOV2015:15:00:27,200,P10037,C2741
三者险,27NOV2015:14:45:00,27NOV2015:14:51:00,27NOV2015:21:31:22,400,P10031,C2742
三者险,13DEC2015:12:57:00,13DEC2015:12:59:00,13DEC2015:17:34:07,0,P10065,C2743
三者险,14DEC2015:08:00:00,14DEC2015:08:03:00,14DEC2015:18:34:38,0,P10022,C2744
车损险,14DEC2015:08:00:00,14DEC2015:08:03:00,14DEC2015:18:34:38,3250,P10022,C2744
车损险,20DEC2015:13:15:00,20DEC2015:13:19:00,21DEC2015:08:37:14,1700,P10045,C2745
三者险,20DEC2015:13:15:00,20DEC2015:13:19:00,21DEC2015:08:37:14,0,P10045,C2745
车损险,22DEC2015:12:00:00,22DEC2015:12:21:00,22DEC2015:23:39:50,400,P10035,C2746
三者险,22DEC2015:12:00:00,22DEC2015:12:21:00,22DEC2015:23:39:50,0,P10035,C2746
车损险,03JAN2016:14:00:00,03JAN2016:15:06:00,03JAN2016:19:23:17,0,P10023,C2747
三者险,08JAN2016:13:20:00,08JAN2016:13:29:00,08JAN2016:17:54:42,0,P10064,C2748
三者险,05JAN2016:17:00:00,07JAN2016:10:45:00,09JAN2016:17:58:43,0,P10051,C2749
玻璃破碎险,20JAN2016:07:15:00,20JAN2016:08:48:00,20JAN2016:21:38:37,2260,P10040,C2750
车损险,25JAN2016:17:50:00,25JAN2016:18:04:00,28JAN2016:09:55:40,1860,P10048,C2751
车损险,28JAN2016:16:45:00,28JAN2016:16:50:00,06MAR2016:14:08:12,2900,P10032,C2752
三者险,28JAN2016:16:45:00,28JAN2016:16:50:00,06MAR2016:14:08:12,0,P10032,C2752
车损险,04FEB2016:13:05:00,04FEB2016:13:12:00,04FEB2016:21:19:29,720,P10043,C2753
三者险,04FEB2016:13:05:00,04FEB2016:13:12:00,04FEB2016:21:19:29,0,P10043,C2753
车损险,08FEB2016:15:00:00,08FEB2016:16:13:00,08FEB2016:19:38:18,-2.77556E-17,P10023,C2754
三者险,28FEB2016:11:10:00,28FEB2016:11:20:00,22MAR2016:10:35:21,0,P10044,C2755
三者险,01MAR2016:11:40:00,01MAR2016:11:45:00,03MAR2016:19:40:39,0,P10066,C2756
